Model,Type,Account,X,Y,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,254,572,1834,79,0,701,=79/254,=0/572,=701/1834,=0/115
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,255,573,1835,79,0,701,=79/255,=0/573,=701/1835,=0/116
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,256,574,1836,79,0,701,=79/256,=0/574,=701/1836,=0/117
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8215,1,238,631,1818,79,630,701,=79/238,=630/631,=701/1818,=71/71
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.818,1,258,632,1838,80,631,702,=80/258,=631/632,=702/1838,=72/72
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.811,1,259,633,1839,81,632,703,=81/259,=632/633,=703/1839,=73/73
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.81985,1,260,634,1840,82,633,704,=82/260,=633/634,=704/1840,=74/74
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.0288,1.821,1,261,635,1841,83,634,705,=83/261,=634/635,=705/1841,=75/75
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.821,1,262,636,1842,84,635,706,=84/262,=635/636,=706/1842,=76/76
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.81858,1,263,637,1843,85,636,707,=85/263,=636/637,=707/1843,=77/77
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8308,1,264,638,1844,86,637,708,=86/264,=637/638,=708/1844,=78/78
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.845,1,265,639,1845,87,638,709,=87/265,=638/639,=709/1845,=79/79
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8204,1,266,640,1846,88,639,710,=88/266,=639/640,=710/1846,=80/80
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,267,641,1847,89,640,711,=89/267,=640/641,=711/1847,=81/81
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8132,1,268,642,1848,90,641,712,=90/268,=641/642,=712/1848,=82/82
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.845,1,269,643,1849,91,642,713,=91/269,=642/643,=713/1849,=83/83
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.813,1,270,644,1850,92,643,714,=92/270,=643/644,=714/1850,=84/84
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,227,631,1807,68,71,690,=68/227,=71/631,=690/1807,=8/68
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,272,632,1852,93,71,715,=93/272,=71/632,=715/1852,=8/69
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,273,633,1853,93,71,715,=93/273,=71/633,=715/1853,=8/70
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.91009,1,274,634,1854,94,72,716,=94/274,=72/634,=716/1854,=9/71
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,275,635,1855,94,72,716,=94/275,=72/635,=716/1855,=9/72
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.0287597,1.813,1,271,645,1851,93,644,715,=93/271,=644/645,=715/1851,=85/85
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.806,1,277,646,1857,95,645,717,=95/277,=645/646,=717/1857,=86/86
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.813,1,278,647,1858,96,646,718,=96/278,=646/647,=718/1858,=87/87
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8468,1,279,648,1859,97,647,719,=97/279,=647/648,=719/1859,=88/88
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.7888,1,280,649,1860,98,648,720,=98/280,=648/649,=720/1860,=89/89
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8115,1,281,650,1861,99,649,721,=99/281,=649/650,=721/1861,=90/90
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8187,1,282,651,1862,100,650,722,=100/282,=650/651,=722/1862,=91/91
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.832,1,283,652,1863,101,651,723,=101/283,=651/652,=723/1863,=92/92
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.818,1,284,653,1864,102,652,724,=102/284,=652/653,=724/1864,=93/93
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.848,1,285,654,1865,103,653,725,=103/285,=653/654,=725/1865,=94/94
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,286,655,1866,104,654,726,=104/286,=654/655,=726/1866,=95/95
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8302,1,287,656,1867,105,655,727,=105/287,=655/656,=727/1867,=96/96
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.847,1,288,657,1868,106,656,728,=106/288,=656/657,=728/1868,=97/97
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.847,1,289,658,1869,107,657,729,=107/289,=657/658,=729/1869,=98/98
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.816,1,290,659,1870,108,658,730,=108/290,=658/659,=730/1870,=99/99
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.029,1.814,1,291,660,1871,109,659,731,=109/291,=659/660,=731/1871,=100/100
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.817,1,292,661,1872,110,660,732,=110/292,=660/661,=732/1872,=101/101
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,293,662,1873,111,661,733,=111/293,=661/662,=733/1873,=102/102
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.812,1,294,663,1874,112,662,734,=112/294,=662/663,=734/1874,=103/103
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.846,1,295,664,1875,113,663,735,=113/295,=663/664,=735/1875,=104/104
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,296,665,1876,114,664,736,=114/296,=664/665,=736/1876,=105/105
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.829,1,297,666,1877,115,665,737,=115/297,=665/666,=737/1877,=106/106
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.83,1,298,667,1878,116,666,738,=116/298,=666/667,=738/1878,=107/107
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.7896,1,299,668,1879,117,667,739,=117/299,=667/668,=739/1879,=108/108
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.818,1,300,669,1880,118,668,740,=118/300,=668/669,=740/1880,=109/109
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,301,670,1881,119,669,741,=119/301,=669/670,=741/1881,=110/110
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.845,1,302,671,1882,120,670,742,=120/302,=670/671,=742/1882,=111/111
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.83,1,303,672,1883,121,671,743,=121/303,=671/672,=743/1883,=112/112
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.811,1,304,673,1884,122,672,744,=122/304,=672/673,=744/1884,=113/113
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.0288,1.8116,1,305,674,1885,123,673,745,=123/305,=673/674,=745/1885,=114/114
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.845,1,306,675,1886,124,674,746,=124/306,=674/675,=746/1886,=115/115
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.813,1,307,676,1887,125,675,747,=125/307,=675/676,=747/1887,=116/116
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.83024,1,308,677,1888,126,676,748,=126/308,=676/677,=748/1888,=117/117
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,309,678,1889,127,677,749,=127/309,=677/678,=749/1889,=118/118
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,257,575,1837,79,0,701,=79/257,=0/575,=701/1837,=0/118
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,311,576,1891,128,0,750,=128/311,=0/576,=750/1891,=0/119
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,312,577,1892,128,0,750,=128/312,=0/577,=750/1892,=0/120
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,313,578,1893,128,0,750,=128/313,=0/578,=750/1893,=0/121
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,314,579,1894,128,0,750,=128/314,=0/579,=750/1894,=0/122
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,315,580,1895,128,0,750,=128/315,=0/580,=750/1895,=0/123
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,316,581,1896,128,0,750,=128/316,=0/581,=750/1896,=0/124
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,317,582,1897,128,0,750,=128/317,=0/582,=750/1897,=0/125
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,318,583,1898,128,0,750,=128/318,=0/583,=750/1898,=0/126
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,319,584,1899,128,0,750,=128/319,=0/584,=750/1899,=0/127
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,320,585,1900,128,0,750,=128/320,=0/585,=750/1900,=0/128
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,321,586,1901,128,0,750,=128/321,=0/586,=750/1901,=0/129
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,322,587,1902,128,0,750,=128/322,=0/587,=750/1902,=0/130
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,323,588,1903,128,0,750,=128/323,=0/588,=750/1903,=0/131
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,324,589,1904,128,0,750,=128/324,=0/589,=750/1904,=0/132
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.813,1,310,679,1890,128,678,750,=128/310,=678/679,=750/1890,=119/119
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8235,1,326,680,1906,129,679,751,=129/326,=679/680,=751/1906,=120/120
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.845,1,327,681,1907,130,680,752,=130/327,=680/681,=752/1907,=121/121
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.845,1,328,682,1908,131,681,753,=131/328,=681/682,=753/1908,=122/122
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,329,683,1909,132,682,754,=132/329,=682/683,=754/1909,=123/123
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.828,1,330,684,1910,133,683,755,=133/330,=683/684,=755/1910,=124/124
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.846,1,331,685,1911,134,684,756,=134/331,=684/685,=756/1911,=125/125
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8119,1,332,686,1912,135,685,757,=135/332,=685/686,=757/1912,=126/126
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.818,1,333,687,1913,136,686,758,=136/333,=686/687,=758/1913,=127/127
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.812,1,334,688,1914,137,687,759,=137/334,=687/688,=759/1914,=128/128
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.816,1,335,689,1915,138,688,760,=138/335,=688/689,=760/1915,=129/129
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.82,1,336,690,1916,139,689,761,=139/336,=689/690,=761/1916,=130/130
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.816,1,337,691,1917,140,690,762,=140/337,=690/691,=762/1917,=131/131
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,338,692,1918,141,691,763,=141/338,=691/692,=763/1918,=132/132
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.029,1.816,1,339,693,1919,142,692,764,=142/339,=692/693,=764/1919,=133/133
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.845,1,340,694,1920,143,693,765,=143/340,=693/694,=765/1920,=134/134
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.816,1,341,695,1921,144,694,766,=144/341,=694/695,=766/1921,=135/135
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.816,1,342,696,1922,145,695,767,=145/342,=695/696,=767/1922,=136/136
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.82,1,343,697,1923,146,696,768,=146/343,=696/697,=768/1923,=137/137
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,276,636,1856,94,72,716,=94/276,=72/636,=716/1856,=9/73
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,344,637,1924,146,72,768,=146/344,=72/637,=768/1924,=9/74
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,345,638,1925,146,72,768,=146/345,=72/638,=768/1925,=9/75
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,346,639,1926,146,72,768,=146/346,=72/639,=768/1926,=9/76
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,347,640,1927,146,72,768,=146/347,=72/640,=768/1927,=9/77
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.813,1,348,641,1928,147,73,769,=147/348,=73/641,=769/1928,=10/78
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,349,642,1929,147,73,769,=147/349,=73/642,=769/1929,=10/79
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,350,643,1930,147,73,769,=147/350,=73/643,=769/1930,=10/80
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,351,644,1931,147,73,769,=147/351,=73/644,=769/1931,=10/81
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,352,645,1932,147,73,769,=147/352,=73/645,=769/1932,=10/82
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,353,646,1933,147,73,769,=147/353,=73/646,=769/1933,=10/83
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,354,647,1934,147,73,769,=147/354,=73/647,=769/1934,=10/84
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,355,648,1935,147,73,769,=147/355,=73/648,=769/1935,=10/85
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,356,649,1936,147,73,769,=147/356,=73/649,=769/1936,=10/86
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,357,650,1937,147,73,769,=147/357,=73/650,=769/1937,=10/87
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,358,651,1938,147,73,769,=147/358,=73/651,=769/1938,=10/88
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,359,652,1939,147,73,769,=147/359,=73/652,=769/1939,=10/89
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,360,653,1940,147,73,769,=147/360,=73/653,=769/1940,=10/90
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8131,1,361,654,1941,148,74,770,=148/361,=74/654,=770/1941,=11/91
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,362,655,1942,148,74,770,=148/362,=74/655,=770/1942,=11/92
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,363,656,1943,148,74,770,=148/363,=74/656,=770/1943,=11/93
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,364,657,1944,148,74,770,=148/364,=74/657,=770/1944,=11/94
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,365,658,1945,148,74,770,=148/365,=74/658,=770/1945,=11/95
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1.91,1.81,0,366,659,1946,148,74,770,=148/366,=74/659,=770/1946,=11/96
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,367,660,1947,148,74,770,=148/367,=74/660,=770/1947,=11/97
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,368,661,1948,148,74,770,=148/368,=74/661,=770/1948,=11/98
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,369,662,1949,148,74,770,=148/369,=74/662,=770/1949,=11/99
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.94707,0,370,663,1950,148,74,770,=148/370,=74/663,=770/1950,=11/100
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,371,664,1951,148,74,770,=148/371,=74/664,=770/1951,=11/101
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.813,1,372,665,1952,149,75,771,=149/372,=75/665,=771/1952,=12/102
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.813,1,373,666,1953,150,76,772,=150/373,=76/666,=772/1953,=13/103
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,374,667,1954,150,76,772,=150/374,=76/667,=772/1954,=13/104
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,325,590,1905,128,0,750,=128/325,=0/590,=750/1905,=0/133
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,376,591,1956,150,0,772,=150/376,=0/591,=772/1956,=0/134
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,377,592,1957,150,0,772,=150/377,=0/592,=772/1957,=0/135
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,378,593,1958,150,0,772,=150/378,=0/593,=772/1958,=0/136
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,375,668,1955,150,76,772,=150/375,=76/668,=772/1955,=13/105
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,379,669,1959,150,76,772,=150/379,=76/669,=772/1959,=13/106
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,380,670,1960,150,76,772,=150/380,=76/670,=772/1960,=13/107
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,381,671,1961,150,76,772,=150/381,=76/671,=772/1961,=13/108
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,382,672,1962,150,76,772,=150/382,=76/672,=772/1962,=13/109
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,383,673,1963,150,76,772,=150/383,=76/673,=772/1963,=13/110
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,384,674,1964,150,76,772,=150/384,=76/674,=772/1964,=13/111
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,385,675,1965,150,76,772,=150/385,=76/675,=772/1965,=13/112
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,386,676,1966,150,76,772,=150/386,=76/676,=772/1966,=13/113
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,387,677,1967,150,76,772,=150/387,=76/677,=772/1967,=13/114
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,388,678,1968,150,76,772,=150/388,=76/678,=772/1968,=13/115
